,m.res.1x2,m.res.bts,m.ss.ch.nm,m.ss.yi,m.ta,m.th,m.odds.f.1x2.f.c,m.odds.f.1x2.f.v.avg,m.odds.f.1x2.m.c,m.odds.f.1x2.m.v.avg,m.odds.f.1x2.u.c,m.odds.f.1x2.u.v.avg,m.odds.f.bts.f.c,m.odds.f.bts.f.v.avg,m.odds.f.bts.u.c,m.odds.f.bts.u.v.avg,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med
237,h,n,Brazil A,2010,Vasco,Corinthians,h,1.3613,d,4.315,a,7.8337,,,,,0.6691,0.2133,0.1154
238,d,y,Brazil B,2007,Santa Cruz,Portuguesa,,,,,,,,,,,,,
239,a,y,Brazil A,2006,Botafogo RJ,Ponte Preta,h,2.305,a,2.7713,d,3.1663,,,,,0.3989,0.284,0.3206
240,a,y,Brazil A,2010,Cruzeiro,Flamengo RJ,a,2.4308,h,2.6692,d,3.2263,,,,,0.34299999999999997,0.2823,0.3746
241,h,n,Brazil A,2006,Sao Caetano,Santos,h,1.2329999999999999,d,5.11,a,9.527000000000001,,,,,0.7331,0.1738,0.0937
242,a,y,Brazil B,2015,Sampaio Correa,ABC,h,2.1975,a,3.0763,d,3.23,y,1.7829,n,1.9121,0.4211,0.2837,0.2959
243,a,n,Brazil A,2010,Gremio,Guarani,a,2.1512,h,3.0896,d,3.27,,,,,0.2953,0.2786,0.4282
244,h,y,Brazil B,2007,Ituano,Barueri,,,,,,,,,,,,,
245,d,y,Brazil A,2010,Vitoria,Internacional,h,1.6258,d,3.6658,a,4.8458,,,,,0.5624,0.2516,0.1877
246,a,y,Brazil A,2006,Gremio,Fluminense,h,2.3937,a,2.645,d,3.1313,,,,,0.3773,0.2866,0.3363
247,a,n,Brazil B,2015,Bragantino,Atletico GO,h,1.8558,d,3.375,a,3.9187,n,1.8421,y,1.8593,0.4957,0.2704,0.233
248,d,y,Brazil B,2007,Avai,Betim,,,,,,,,,,,,,
249,a,y,Brazil A,2010,Fluminense,Palmeiras,a,1.3792,d,4.2625,h,7.4754,,,,,0.1208,0.2122,0.6679999999999999
250,h,n,Brazil A,2006,Juventude,Internacional,h,1.3862,d,3.875,a,7.5,,,,,0.6444,0.2336,0.1195
251,h,n,Brazil A,2010,Atletico GO,Avai,h,1.8332,d,3.4223,a,3.895,,,,,0.4989,0.2684,0.2354
252,a,n,Brazil A,2006,Fortaleza,Santa Cruz,h,2.2678,a,2.8167,d,3.1444,,,,,0.3934,0.2856,0.3177
253,h,n,Brazil B,2015,Bahia,Botafogo RJ,h,1.75,d,3.41,a,4.4436,n,1.7893,y,1.9136,0.5284,0.2674,0.2065
254,h,y,Brazil B,2007,Brasiliense,Criciuma,,,,,,,,,,,,,
255,a,y,Brazil A,2010,Internacional,Botafogo RJ,h,1.5455,d,3.6936,a,5.6264,,,,,0.5912,0.2473,0.1628
256,h,y,Brazil A,2006,Flamengo RJ,Vasco,h,2.2489,a,2.8611,d,3.15,,,,,0.3954,0.284,0.3177
257,h,y,Brazil A,2010,Vasco,Cruzeiro,h,1.4657,d,3.8648,a,6.5,,,,,0.6228,0.2365,0.1386
258,a,n,Brazil B,2015,Ceara,Mogi Mirim,a,1.5224,d,3.8188,h,5.7964,n,1.7314,y,1.9921,0.1571,0.2391,0.604
259,h,y,England A,2008,Stoke,Arsenal,h,1.3081,d,5.029,a,9.7919,,,,,0.7148,0.1861,0.0972
260,h,y,Brazil B,2007,Coritiba,Fortaleza,,,,,,,,,,,,,
261,h,n,Brazil A,2006,Palmeiras,Corinthians,h,2.3014,a,2.7314,d,3.1386,,,,,0.3876,0.2856,0.3279
262,a,y,Brazil A,2010,Santos,Goias,a,2.4459,h,2.6359,d,3.2536,,,,,0.3453,0.2808,0.3741
263,h,y,Brazil A,2006,Sao Caetano,Botafogo RJ,h,1.5233,d,3.58,a,5.6089,,,,,0.583,0.2511,0.161
264,h,n,England A,2008,Newcastle,Aston Villa,h,2.0157,a,3.4619,d,3.5033,,,,,0.4612,0.2648,0.2718
265,a,n,Brazil A,2010,Atletico-MG,Palmeiras,a,1.8086,d,3.4614,h,4.0707,,,,,0.2262,0.2641,0.5077
266,h,n,Brazil B,2015,Macae,Parana,h,1.6804,d,3.4528,a,4.8604,n,1.7843,y,1.915,0.5447,0.2674,0.1888
267,d,n,England A,2008,West Brom,Blackburn,h,1.8748,d,3.4405,a,4.0795,,,,,0.4984,0.2712,0.2305
268,h,y,Brazil B,2007,Ceara,Gama,,,,,,,,,,,,,
269,h,n,Brazil A,2006,Cruzeiro,Corinthians,h,1.9138,d,3.2,a,3.56,,,,,0.4665,0.2773,0.2529
270,a,y,Brazil A,2010,Fluminense,Sao Paulo,a,2.5413,h,2.5717,d,3.2,,,,,0.3563,0.2832,0.3611
271,h,y,Brazil B,2015,CRB,Paysandu PA,h,1.574,d,3.7260000000000004,a,5.3768,n,1.7514,y,1.9607,0.5834,0.2454,0.1701
272,a,n,England A,2008,Everton,Fulham,h,2.1371,d,3.2538,a,3.3705,,,,,0.4398,0.2857,0.27399999999999997
273,a,y,Brazil A,2006,Atletico-PR,Fortaleza,h,2.0278,d,3.19,a,3.2322,,,,,0.4433,0.2812,0.2778
274,d,y,Brazil A,2010,Corinthians,Vitoria,a,2.4574,h,2.67,d,3.1783,,,,,0.3392,0.2841,0.3752
275,d,y,Brazil B,2007,Portuguesa,Paulista,,,,,,,,,,,,,
276,a,n,England A,2008,Manchester United,Hull City,h,2.5417,a,2.6322,d,3.3361,,,,,0.3646,0.2794,0.3567
277,a,y,Brazil B,2015,Nautico,Vitoria,h,1.5132,d,3.83,a,6.0064,n,1.6921,y,2.0429,0.6056,0.2395,0.1539
278,d,y,Brazil A,2006,Sao Paulo,Gremio,h,2.1327,a,3.0536,d,3.1473,,,,,0.4247,0.2857,0.289
279,d,y,Brazil A,2010,Ceara,Barueri,h,2.1587,a,3.0939,d,3.2278,,,,,0.4257,0.2805,0.2957
280,h,y,England A,2008,Tottenham,Liverpool,h,1.4448,d,4.1595,a,7.1971,,,,,0.6425,0.2205,0.1294
281,d,y,Brazil A,2006,Fluminense,Juventude,h,1.6555,d,3.4391,a,4.5645,,,,,0.544,0.2592,0.198
282,h,y,Brazil A,2010,Guarani,Flamengo RJ,h,1.5196,d,3.7548,a,5.8265,,,,,0.608,0.24,0.156
283,h,n,Brazil B,2015,Luverdense,Oeste,h,2.3684,a,2.8788,d,3.1136,n,1.8079,y,1.8864,0.385,0.2933,0.3169
284,h,n,England A,2008,Bolton,Manchester City,h,1.7305,d,3.5005,a,4.8357,,,,,0.5424,0.2673,0.1906
285,a,n,Brazil B,2007,Bahia,Ponte Preta,,,,,,,,,,,,,
286,h,y,Brazil A,2010,Atletico-PR,Gremio,h,1.7087,d,3.457,a,4.5317,,,,,0.535,0.2638,0.2
287,a,n,Brazil A,2006,Flamengo RJ,Parana,h,1.4911,d,3.54,a,6.2689,,,,,0.5932,0.2545,0.1478
288,a,y,England A,2008,Chelsea,Sunderland,a,1.7367,d,3.5781,h,4.7029,,,,,0.2048,0.2617,0.5326
289,h,y,Brazil A,2006,Santa Cruz,Goias,h,1.246,d,4.8919999999999995,a,9.343,,,,,0.7168,0.1839,0.0896
290,h,n,Brazil A,2010,Palmeiras,Atletico GO,h,1.7630000000000001,d,3.3796,a,4.3504,,,,,0.5253,0.2643,0.2074
291,h,n,Brazil B,2015,Criciuma,Santa Cruz,h,1.4872,d,3.888,a,6.2296,n,1.6793,y,2.0764,0.6197,0.2353,0.1482
292,h,y,England A,2008,Middlesbrough,West Ham,h,2.1214,a,3.2776,d,3.431,,,,,0.4398,0.2716,0.2886
293,h,n,Brazil B,2007,CRB,Remo,,,,,,,,,,,,,
294,h,y,Brazil A,2010,Barueri,Atletico-PR,h,1.3739,d,4.1987,a,7.7461,,,,,0.6662,0.2183,0.1183
295,a,n,Brazil A,2006,Internacional,Ponte Preta,a,2.3318,h,2.6791,d,3.1682,,,,,0.3353,0.2824,0.3781
296,h,n,England A,2008,Portsmouth,Wigan,h,1.9315,d,3.4010000000000002,a,3.895,,,,,0.4853,0.2746,0.2372
297,h,y,Brazil A,2006,Figueirense,Santos,h,1.4780000000000002,d,3.595,a,6.19,,,,,0.6037,0.2498,0.1451
298,d,y,Brazil A,2010,Goias,Fluminense,h,1.3183,d,4.5117,a,8.6713,,,,,0.6977,0.2009,0.1045
299,d,n,Brazil B,2015,ABC,Parana,h,1.7071,d,3.4867,a,4.5429,n,1.7542,y,1.9517,0.5325,0.2601,0.2012
300,a,n,Brazil B,2007,Santo Andre,Santa Cruz,,,,,,,,,,,,,
301,h,y,England A,2008,Sunderland,Portsmouth,h,2.3268,a,3.0877,d,3.16,,,,,0.4037,0.2946,0.3009
302,d,y,Brazil A,2010,Vitoria,Guarani,h,2.2843,a,2.9613,d,3.1448,,,,,0.3951,0.2905,0.3101
303,h,n,Brazil A,2006,Palmeiras,Vasco,h,1.97,d,3.2,a,3.4286,,,,,0.45,0.2802,0.2687
304,a,y,Brazil B,2015,America MG,Boa,a,1.7804,d,3.468,h,4.1888,y,1.8357,n,1.8593,0.2187,0.2633,0.5161
305,h,n,England A,2008,Blackburn,Chelsea,h,1.2664,d,5.2568,a,12.1514,,,,,0.7429,0.17800000000000002,0.0785
306,a,y,Brazil A,2010,Avai,Internacional,h,1.4587,d,3.9026,a,6.5622,,,,,0.6254,0.2368,0.1381
307,d,y,Brazil B,2007,Marilia,Sao Caetano,,,,,,,,,,,,,
308,h,y,Brazil A,2006,Ponte Preta,Figueirense,h,1.517,d,3.5989999999999998,a,5.769,,,,,0.5941,0.2511,0.1559
309,a,n,England A,2008,Liverpool,West Brom,a,1.435,d,4.4877,h,6.71,,,,,0.1384,0.2097,0.6513
310,d,y,Brazil A,2010,Sao Paulo,Vasco,h,2.2577,a,2.9318,d,3.2068,,,,,0.40299999999999997,0.2849,0.3123
311,h,n,Brazil A,2006,Corinthians,Flamengo RJ,h,2.1919999999999997,a,2.903,d,3.1910000000000003,,,,,0.4093,0.2808,0.3095
312,h,y,Brazil B,2015,Luverdense,Bragantino,h,2.5588,a,2.6272,d,3.15,y,1.8007,n,1.8979,0.3495,0.2933,0.3617
313,d,y,England A,2008,Hull City,Bolton,h,2.1332,d,3.32,a,3.35,,,,,0.435,0.2836,0.2812
314,h,y,Brazil A,2010,Flamengo RJ,Atletico-MG,h,2.0413,d,3.2478,a,3.3957,,,,,0.4553,0.2785,0.2602
315,a,n,Brazil B,2007,Sao Caetano,Barueri,,,,,,,,,,,,,
316,h,n,Brazil A,2006,Fluminense,Internacional,h,1.45,d,3.824,a,6.43,,,,,0.6287,0.2352,0.1361
317,h,y,England A,2008,West Ham,Everton,h,1.7005,d,3.5355,a,5.0782,,,,,0.5434,0.2646,0.1879
318,h,n,Brazil A,2010,Cruzeiro,Corinthians,h,1.8752,d,3.3052,a,3.8609,,,,,0.4853,0.2767,0.2409
319,h,y,Brazil B,2015,Boa,Ceara,h,1.3812,d,4.3308,a,7.5536,n,1.7664,y,1.9386,0.6649,0.2133,0.1244
320,a,y,Brazil B,2007,Fortaleza,Brasiliense,,,,,,,,,,,,,
321,d,y,Brazil A,2006,Atletico-PR,Palmeiras,h,1.675,d,3.4219999999999997,a,4.471,,,,,0.5349,0.2618,0.2029
322,d,n,England A,2008,Arsenal,Manchester United,h,1.5674,d,3.7005,a,6.4553,,,,,0.5971,0.2548,0.1475
323,d,n,Brazil A,2010,Gremio,Santos,h,2.3639,a,2.7717,d,3.22,,,,,0.3789,0.2842,0.3302
324,h,n,Brazil A,2006,Goias,Parana,h,1.7856,d,3.2944,a,4.0789,,,,,0.5052,0.2696,0.2236
325,d,y,England A,2008,Aston Villa,Middlesbrough,h,2.5164,a,2.6823,d,3.3482,,,,,0.3711,0.2793,0.3484
326,h,y,Brazil B,2015,Oeste,America MG,h,1.4292,d,4.013999999999999,a,7.0204,n,1.6021,y,2.1907,0.6403,0.2289,0.1308
327,d,y,Brazil A,2010,Botafogo RJ,Ceara,h,2.2905,a,2.8781,d,3.2076,,,,,0.4016,0.2837,0.3177
328,h,n,Brazil B,2007,Avai,Ceara,,,,,,,,,,,,,
329,a,n,England A,2008,Fulham,Newcastle,h,1.9355,d,3.4182,a,3.8691,,,,,0.485,0.2729,0.2411
330,a,n,Brazil A,2006,Vasco,Santa Cruz,a,2.3609999999999998,h,2.6510000000000002,d,3.157,,,,,0.3372,0.2836,0.3804
331,d,n,Brazil A,2010,Botafogo RJ,Avai,h,2.3909,a,2.71,d,3.2339,,,,,0.3782,0.2806,0.3425
332,h,n,England A,2008,Wigan,Stoke,h,2.1864,d,3.2568,a,3.2909,,,,,0.4286,0.2868,0.2845
333,h,y,Brazil A,2006,Santos,Botafogo RJ,h,2.4530000000000003,a,2.576,d,3.157,,,,,0.3704,0.2861,0.3456
334,h,y,Brazil A,2010,Goias,Barueri,h,2.4187,a,2.6787,d,3.2317,,,,,0.3789,0.2827,0.3398
335,d,n,Brazil B,2015,Santa Cruz,Atletico GO,h,2.4029,a,2.7546,d,3.2271,y,1.7157,n,2.0036,0.3813,0.285,0.3328
336,d,y,Brazil B,2007,Gama,CRB,,,,,,,,,,,,,
337,h,y,England A,2008,Manchester City,Tottenham,h,1.7943,d,3.4524,a,4.4967,,,,,0.5195,0.2704,0.2096
338,d,n,Brazil A,2006,Fortaleza,Cruzeiro,h,1.38,d,4.19,a,7.25,,,,,0.6711,0.2157,0.1132
339,a,n,Brazil A,2010,Atletico-PR,Flamengo RJ,h,1.8313,d,3.3291,a,4.0217,,,,,0.5023,0.2742,0.2268
340,a,y,England A,2008,Manchester United,Wigan,a,1.2885,d,5.107,h,10.7945,,,,,0.0886,0.1849,0.7261
341,a,n,Brazil A,2006,Gremio,Sao Caetano,a,2.2922,h,2.7511,d,3.1733,,,,,0.3246,0.28300000000000003,0.3924
342,d,n,Brazil B,2015,Vitoria,CRB,h,2.476,a,2.6668,d,3.2056,y,1.75,n,1.97,0.375,0.2842,0.3369
343,h,n,Brazil A,2010,Vasco,Fluminense,h,1.8877,d,3.3086,a,3.8009,,,,,0.4869,0.2755,0.2387
344,d,n,Brazil B,2007,Remo,Criciuma,,,,,,,,,,,,,
345,h,y,England A,2008,Middlesbrough,Newcastle,h,1.9732,d,3.3827,a,3.7555,,,,,0.4737,0.2772,0.2486
346,h,n,Brazil A,2010,Guarani,Palmeiras,h,1.9514,d,3.2105,a,3.7005,,,,,0.4663,0.2835,0.2466
347,h,n,Brazil A,2006,Juventude,Sao Paulo,h,1.2790000000000001,d,4.641,a,8.797,,,,,0.7027,0.1935,0.1019
348,a,y,England A,2008,Chelsea,Arsenal,a,2.6241,h,2.6682,d,3.2227,,,,,0.3519,0.2903,0.3566
349,h,n,Brazil B,2015,Mogi Mirim,Macae,h,1.4748,d,4.0312,a,6.0272,y,1.8257,n,1.8736,0.6198,0.2271,0.1555
350,a,n,Brazil A,2010,Corinthians,Sao Paulo,h,2.2765,a,2.9065,d,3.2026,,,,,0.4025,0.28300000000000003,0.313
351,a,n,Brazil B,2007,Santa Cruz,Ituano,,,,,,,,,,,,,
352,d,y,Brazil A,2006,Cruzeiro,Atletico-PR,h,1.892,d,3.265,a,3.6210000000000004,,,,,0.4801,0.2755,0.2469
353,h,n,England A,2008,Manchester City,Manchester United,h,1.3258,d,4.9421,a,9.5726,,,,,0.7120000000000001,0.18899999999999997,0.098
354,a,n,Brazil A,2010,Cruzeiro,Vitoria,a,2.4304,h,2.6761,d,3.2152,,,,,0.3405,0.2837,0.3765
355,h,n,Brazil A,2006,Botafogo RJ,Figueirense,h,1.74,d,3.3056,a,4.2333,,,,,0.5154,0.2739,0.2094
356,h,n,Brazil B,2007,Betim,Coritiba,,,,,,,,,,,,,
357,a,y,Brazil B,2015,Botafogo RJ,Nautico,h,2.4525,a,2.745,d,3.1296,y,1.8464,n,1.8607,0.3772,0.2942,0.3297
358,h,n,England A,2008,Portsmouth,Blackburn,h,2.02,d,3.2255,a,3.8218,,,,,0.4666,0.2907,0.2419
359,d,y,Brazil A,2010,Internacional,Atletico GO,h,2.3965,a,2.7213,d,3.2091,,,,,0.3806,0.2832,0.3368
360,h,y,Brazil A,2006,Corinthians,Goias,h,2.094,a,3.083,d,3.2110000000000003,,,,,0.4286,0.2779,0.2903
361,d,n,England A,2008,Sunderland,Bolton,h,2.0877,d,3.2545,a,3.5545,,,,,0.4484,0.2869,0.2654
362,h,n,Brazil B,2007,Paulista,Santo Andre,,,,,,,,,,,,,
363,d,y,Brazil A,2010,Santos,Atletico-MG,h,1.83,d,3.3664,a,4.0109,,,,,0.49700000000000005,0.2716,0.2288
364,d,n,England A,2008,Tottenham,Everton,h,2.2223,a,3.2009,d,3.2736,,,,,0.4193,0.2861,0.2927
365,h,n,Brazil A,2006,Sao Caetano,Internacional,h,1.37,d,4.082,a,7.379,,,,,0.6561,0.2221,0.11900000000000001
366,h,n,Brazil B,2015,Paysandu PA,Sampaio Correa,h,2.14,d,3.1848,a,3.2344,n,1.8436,y,1.8464,0.4303,0.2886,0.2804
367,h,y,Brazil A,2010,Ceara,Gremio,h,1.4422,d,3.9374,a,6.96,,,,,0.6323,0.2338,0.1332
368,a,y,Brazil B,2007,Portuguesa,Bahia,,,,,,,,,,,,,
369,h,y,England A,2008,Aston Villa,Fulham,h,2.6086,a,2.6623,d,3.2341,,,,,0.3587,0.2889,0.3534
370,h,y,Brazil A,2006,Flamengo RJ,Palmeiras,h,1.815,d,3.286,a,3.911,,,,,0.4939,0.2727,0.2288
371,h,n,Brazil A,2010,Palmeiras,Atletico-PR,h,2.4319,a,2.7295,d,3.1138,,,,,0.3646,0.2905,0.3338
372,a,y,England A,2008,Stoke,Hull City,h,2.0659,d,3.2555,a,3.6232,,,,,0.4534,0.2872,0.259
373,a,y,Brazil A,2006,Parana,Santa Cruz,h,2.37,a,2.6839999999999997,d,3.15,,,,,0.3742,0.2865,0.3379
374,h,n,Brazil B,2015,Criciuma,Bahia,h,1.435,d,4.0304,a,6.9142,n,1.6308,y,2.1458,0.6369,0.2283,0.134
375,a,y,Brazil B,2007,Marilia,Ponte Preta,,,,,,,,,,,,,
376,h,y,Brazil A,2010,Barueri,Vasco,h,1.3596,d,4.3004,a,7.8517,,,,,0.6728,0.212,0.1139
377,h,y,England A,2008,Wigan,West Brom,h,2.3368,a,2.965,d,3.2995,,,,,0.4026,0.2847,0.3167
378,h,n,Brazil A,2006,Gremio,Santos,h,1.785,d,3.2687,a,4.0362,,,,,0.5013,0.2744,0.2231
379,d,y,Brazil A,2010,Flamengo RJ,Ceara,h,2.1852,a,3.1124,d,3.1724,,,,,0.4206,0.2862,0.2932
380,a,n,England A,2008,Liverpool,West Ham,a,1.5068,d,3.9159,h,6.8823,,,,,0.1361,0.2409,0.6226
381,a,n,Brazil B,2015,Ceara,Botafogo RJ,h,1.3625,d,4.5713,a,7.2712,n,1.8383,y,1.8642,0.6698,0.2036,0.1247
382,h,y,Brazil B,2007,CRB,Avai,,,,,,,,,,,,,
383,a,y,Brazil A,2006,Sao Paulo,Fluminense,a,2.0975,h,3.0812,d,3.2113,,,,,0.2947,0.278,0.4276
384,h,n,Brazil A,2010,Avai,Corinthians,h,1.3619,d,4.3419,a,7.7062,,,,,0.669,0.2107,0.1199
385,h,n,England A,2008,Hull City,Aston Villa,h,1.5264,d,3.82,a,6.615,,,,,0.6136,0.2463,0.1417
386,h,y,Brazil A,2006,Juventude,Ponte Preta,h,1.8991,d,3.2255,a,3.6555,,,,,0.4776,0.2778,0.2467
387,a,n,Brazil A,2010,Sao Paulo,Cruzeiro,h,1.8495,d,3.3395,a,3.9005,,,,,0.4922,0.2726,0.2331
388,h,n,Brazil B,2015,CRB,Luverdense,h,1.8284,d,3.3316,a,4.1084,n,1.7733,y,1.9383,0.5039,0.2749,0.2212
389,h,n,England A,2008,Newcastle,Liverpool,h,1.2459,d,5.4741,a,13.4495,,,,,0.7549,0.1717,0.0727
390,h,n,Brazil B,2007,Brasiliense,Betim,,,,,,,,,,,,,
391,h,y,Brazil A,2010,Atletico GO,Botafogo RJ,h,1.5987,d,3.5809,a,5.223,,,,,0.5708,0.2548,0.1706
392,h,n,Brazil A,2006,Fortaleza,Vasco,h,1.6533,d,3.4411,a,4.6544,,,,,0.5337,0.2663,0.1995
393,a,n,England A,2008,Everton,Sunderland,h,2.6041,a,2.6805,d,3.2205,,,,,0.3613,0.2908,0.3484
394,a,n,Brazil A,2010,Gremio,Goias,h,2.5109,a,2.5648,d,3.2396,,,,,0.3663,0.2808,0.3542
395,h,n,Brazil B,2007,Ceara,Coritiba,,,,,,,,,,,,,
396,h,n,Brazil A,2006,Santa Cruz,Botafogo RJ,h,1.5319999999999998,d,3.56,a,5.606,,,,,0.5885,0.2528,0.1595
397,d,y,Brazil B,2015,Macae,Paysandu PA,h,1.4864,d,3.97,a,6.1012,n,1.7725,y,1.9258,0.617,0.2309,0.1524
398,h,y,England A,2008,Fulham,Chelsea,h,1.4536,d,3.9327,a,8.0223,,,,,0.6395,0.2397,0.1168
399,d,n,Brazil A,2010,Atletico-MG,Guarani,a,2.4913,h,2.6383,d,3.1817,,,,,0.3529,0.2841,0.3616
400,a,n,Brazil A,2006,Santos,Corinthians,h,2.14,a,3.0222,d,3.1667,,,,,0.4242,0.2813,0.2948
401,h,y,England A,2008,Blackburn,Manchester City,h,1.9268,d,3.3545,a,3.9618,,,,,0.4848,0.2777,0.2348
402,h,n,Brazil B,2007,Criciuma,Fortaleza,,,,,,,,,,,,,
403,d,n,Brazil A,2010,Fluminense,Internacional,h,1.9148,d,3.3239,a,3.6957,,,,,0.4778,0.2751,0.2503
404,a,n,England A,2008,Manchester United,Middlesbrough,a,1.5563,d,3.7121,h,6.3663,,,,,0.146,0.2498,0.6048
405,h,y,Brazil A,2006,Internacional,Cruzeiro,h,2.15,a,3.0,d,3.175,,,,,0.4166,0.2832,0.3
406,h,y,Brazil B,2015,America MG,ABC,a,2.4583,h,2.7137,d,3.1667,y,1.8238,n,1.8762,0.3368,0.2886,0.3736
407,d,y,Brazil A,2010,Vitoria,Santos,h,1.4835,d,3.8396,a,6.2335,,,,,0.6102,0.2424,0.1489
408,h,y,Brazil B,2007,Remo,Gama,,,,,,,,,,,,,
409,a,n,England A,2008,Arsenal,Portsmouth,a,2.3009,h,3.0868,d,3.235,,,,,0.3058,0.2893,0.4073
410,h,y,Brazil A,2006,Fluminense,Flamengo RJ,h,2.3678,a,2.6733,d,3.1444,,,,,0.3866,0.2873,0.3353
411,a,n,Brazil A,2010,Botafogo RJ,Atletico-MG,h,2.0068,d,3.3132,a,3.4155,,,,,0.456,0.27399999999999997,0.2683
412,a,n,England A,2008,West Ham,Stoke,h,2.3159,a,3.0541,d,3.2295,,,,,0.4043,0.289,0.3086
413,d,y,Brazil A,2006,Figueirense,Fortaleza,h,2.15,a,2.9960000000000004,d,3.182,,,,,0.4197,0.2834,0.2972
414,d,y,Brazil B,2015,Sampaio Correa,Boa,a,2.386,h,2.8304,d,3.1476,n,1.8377,y,1.86,0.3231,0.293,0.38799999999999996
415,h,n,Brazil A,2010,Guarani,Avai,h,1.74,d,3.4335,a,4.3496,,,,,0.5232,0.2666,0.2094
416,d,y,Brazil B,2007,Ponte Preta,Ituano,,,,,,,,,,,,,
417,h,n,England A,2008,West Brom,Tottenham,h,1.4586,d,4.095,a,7.2336,,,,,0.6385,0.2309,0.129
418,h,y,Brazil A,2006,Palmeiras,Gremio,h,1.6529,d,3.5143,a,4.45,,,,,0.54,0.2542,0.198
419,a,n,Brazil A,2010,Cruzeiro,Barueri,a,1.8278,d,3.3835,h,3.9257,,,,,0.2286,0.2712,0.5009
420,d,n,England A,2008,Bolton,Wigan,h,2.0527,d,3.2659,a,3.6386,,,,,0.4573,0.2862,0.2566
421,h,y,Brazil A,2006,Atletico-PR,Juventude,h,2.0578,d,3.1922,a,3.2144,,,,,0.4322,0.27899999999999997,0.275
422,h,n,Brazil B,2015,Bragantino,Botafogo RJ,h,1.3888,d,4.3292,a,7.1884,n,1.7638,y,1.9462,0.6579,0.2101,0.1288
423,d,n,Brazil B,2007,Sao Caetano,Portuguesa,,,,,,,,,,,,,
424,d,y,Brazil A,2010,Santos,Internacional,h,1.8683,d,3.34,a,3.8252,,,,,0.4875,0.2745,0.2402
425,d,n,England A,2008,Portsmouth,Newcastle,h,1.8748,d,3.4574,a,4.0778,,,,,0.4985,0.2697,0.2305
426,h,y,Brazil A,2006,Ponte Preta,Parana,h,1.548,d,3.5,a,5.5,,,,,0.5717,0.2553,0.1583
427,h,y,Brazil A,2010,Goias,Palmeiras,h,1.6135,d,3.5448,a,5.1609,,,,,0.5668,0.2568,0.1759
428,h,n,Brazil B,2015,Ceara,Criciuma,h,2.1196,d,3.1964,a,3.2608,n,1.8177,y,1.8746,0.4305,0.2867,0.2808
429,h,n,England A,2008,Middlesbrough,Arsenal,h,1.4469999999999998,d,4.1296,a,7.73,,,,,0.65,0.2295,0.1224
430,d,y,Brazil B,2007,Barueri,Santo Andre,,,,,,,,,,,,,
431,a,y,Brazil A,2006,Goias,Sao Caetano,h,2.2867,a,2.7833,d,3.1611,,,,,0.3931,0.2837,0.3231
432,h,y,Brazil A,2010,Vasco,Vitoria,h,2.0113,d,3.2361,a,3.4509,,,,,0.4557,0.2802,0.2647
433,h,n,England A,2008,Wigan,Blackburn,h,2.1274,d,3.2443,a,3.5069999999999997,,,,,0.4398,0.2895,0.2703
434,h,y,Brazil A,2006,Vasco,Sao Paulo,h,1.4975,d,3.625,a,5.8812,,,,,0.597,0.247,0.153
435,a,n,Brazil B,2015,Atletico GO,Mogi Mirim,a,2.3263,h,2.8796,d,3.1975,y,1.7592,n,1.9492,0.3149,0.2856,0.3997
436,d,y,Brazil A,2010,Ceara,Atletico GO,h,2.0165,d,3.1852,a,3.4948,,,,,0.4538,0.2856,0.2629
437,d,y,England A,2008,Aston Villa,Bolton,a,2.3661,h,2.9717,d,3.247,,,,,0.3163,0.2873,0.3957
438,a,y,Brazil B,2007,Bahia,Marilia,,,,,,,,,,,,,
439,d,n,Brazil A,2006,Sao Paulo,Atletico-PR,h,2.41,a,2.635,d,3.142,,,,,0.3739,0.287,0.3424
440,h,n,Brazil A,2010,Gremio,Fluminense,h,1.9974,d,3.263,a,3.4674,,,,,0.4538,0.2793,0.2681
441,a,y,England A,2008,Manchester City,Everton,h,1.7713,d,3.4617,a,4.6461,,,,,0.5282,0.2715,0.2011
442,h,y,Brazil A,2006,Parana,Internacional,h,1.8136,d,3.2718,a,3.9127,,,,,0.4953,0.2733,0.2276
443,h,n,Brazil B,2007,Paulista,Santa Cruz,,,,,,,,,,,,,
444,a,n,Brazil B,2015,Bahia,Oeste,a,2.452,h,2.784,d,3.0896,n,1.8146,y,1.8838,0.3277,0.2982,0.3763
445,h,y,Brazil A,2010,Atletico-PR,Sao Paulo,h,1.6852,d,3.4778,a,4.6148,,,,,0.5457,0.2643,0.1978
446,a,n,Brazil A,2006,Parana,Figueirense,h,1.7422,d,3.3344,a,4.19,,,,,0.5058,0.2696,0.2243
447,h,n,England A,2008,Stoke,Fulham,h,1.6983,d,3.4865,a,5.2643,,,,,0.5477,0.2686,0.1848
448,a,n,Brazil B,2007,Coritiba,Brasiliense,,,,,,,,,,,,,
449,d,y,Brazil A,2010,Corinthians,Flamengo RJ,h,2.3662,a,2.7596,d,3.2071,,,,,0.3867,0.2842,0.3287
450,a,y,England A,2008,Liverpool,Hull City,a,1.3665,d,4.4287,h,9.1826,,,,,0.1025,0.2116,0.6855
451,h,n,Brazil A,2006,Gremio,Goias,h,2.2969999999999997,a,2.764,d,3.174,,,,,0.3855,0.2827,0.3286
